,index,pop_iconicity,pop_lex_var,current_step,lg_form_success,lg_meaning_success,lg_bit_update
53,53,0.7390000000000001,0.9911111111111109,53,1.0,0.0,9.0
54,54,0.7330000000000002,0.9933333333333333,54,3.0,1.0,6.0
55,55,0.732,0.9933333333333333,55,3.0,0.0,7.0
56,56,0.732,0.9933333333333333,56,3.0,1.0,6.0
57,57,0.73,0.9933333333333333,57,3.0,3.0,4.0
58,58,0.7270000000000001,0.9933333333333333,58,5.0,2.0,3.0
59,59,0.7270000000000001,0.9955555555555555,59,3.0,1.0,6.0
60,60,0.725,0.9955555555555555,60,1.0,1.0,8.0
61,61,0.7260000000000001,0.9955555555555555,61,5.0,2.0,3.0
62,62,0.7170000000000001,0.9933333333333333,62,1.0,0.0,9.0
63,63,0.7160000000000001,0.9933333333333333,63,6.0,1.0,3.0
64,64,0.712,0.9933333333333333,64,4.0,0.0,6.0
65,65,0.709,0.9911111111111109,65,4.0,1.0,5.0
66,66,0.7060000000000001,0.9933333333333333,66,3.0,2.0,5.0
67,67,0.704,0.9955555555555555,67,3.0,1.0,6.0
68,68,0.704,0.9955555555555555,68,3.0,1.0,6.0
69,69,0.7030000000000001,0.9955555555555555,69,0.0,3.0,7.0
70,70,0.7060000000000001,0.9955555555555555,70,4.0,1.0,5.0
71,71,0.702,0.9933333333333333,71,1.0,3.0,6.0
72,72,0.7,0.9933333333333333,72,3.0,1.0,6.0
73,73,0.6980000000000001,0.9911111111111112,73,5.0,1.0,4.0
74,74,0.6910000000000001,0.9888888888888889,74,3.0,0.0,7.0
75,75,0.692,0.9844444444444443,75,5.0,0.0,5.0
76,76,0.6899999999999998,0.9844444444444443,76,1.0,1.0,8.0
77,77,0.6849999999999999,0.9866666666666666,77,3.0,2.0,5.0
78,78,0.6829999999999999,0.9888888888888887,78,2.0,2.0,6.0
79,79,0.6819999999999999,0.9911111111111109,79,7.0,0.0,3.0
80,80,0.6849999999999999,0.9911111111111109,80,5.0,0.0,5.0
81,81,0.6869999999999999,0.9955555555555555,81,4.0,0.0,6.0
82,82,0.6849999999999999,0.9955555555555555,82,6.0,0.0,4.0
83,83,0.6819999999999999,0.9933333333333333,83,5.0,0.0,5.0
84,84,0.6829999999999999,0.9955555555555555,84,4.0,1.0,5.0
85,85,0.6849999999999998,0.9955555555555555,85,3.0,1.0,6.0
86,86,0.6809999999999999,0.9933333333333333,86,4.0,0.0,6.0
87,87,0.6789999999999999,0.9933333333333333,87,3.0,1.0,6.0
88,88,0.675,0.9933333333333333,88,3.0,1.0,6.0
89,89,0.67,0.9933333333333333,89,3.0,0.0,7.0
90,90,0.6719999999999999,0.9955555555555555,90,6.0,0.0,4.0
91,91,0.6749999999999999,0.9955555555555555,91,6.0,1.0,3.0
92,92,0.6739999999999999,0.9955555555555555,92,3.0,0.0,7.0
93,93,0.6689999999999999,0.9933333333333333,93,1.0,2.0,7.0
94,94,0.6659999999999999,0.9955555555555555,94,3.0,2.0,5.0
95,95,0.6639999999999999,0.9955555555555555,95,8.0,0.0,2.0
96,96,0.6639999999999999,0.9955555555555555,96,4.0,2.0,4.0
97,97,0.6649999999999999,0.9911111111111112,97,4.0,1.0,5.0
98,98,0.666,0.9888888888888889,98,3.0,2.0,5.0
99,99,0.6629999999999999,0.9844444444444443,99,3.0,0.0,7.0
100,100,0.66,0.9777777777777777,100,4.0,1.0,5.0
101,101,0.659,0.9777777777777777,101,2.0,5.0,3.0
102,102,0.655,0.9755555555555555,102,2.0,4.0,4.0
103,103,0.652,0.9755555555555554,103,3.0,0.0,7.0
104,104,0.6479999999999999,0.9733333333333333,104,4.0,0.0,6.0
105,105,0.6489999999999998,0.9688888888888888,105,5.0,0.0,5.0
106,106,0.6479999999999999,0.9688888888888888,106,5.0,0.0,5.0
107,107,0.6479999999999999,0.9711111111111108,107,4.0,2.0,4.0
108,108,0.6479999999999999,0.9711111111111108,108,4.0,0.0,6.0
109,109,0.6479999999999999,0.9777777777777776,109,5.0,1.0,4.0
110,110,0.6499999999999998,0.98,110,4.0,0.0,6.0
111,111,0.6479999999999999,0.9822222222222221,111,5.0,1.0,4.0
112,112,0.6469999999999999,0.9822222222222221,112,8.0,1.0,1.0
113,113,0.6489999999999999,0.9777777777777776,113,4.0,0.0,6.0
114,114,0.6459999999999999,0.9799999999999999,114,2.0,3.0,5.0
115,115,0.6449999999999999,0.9755555555555555,115,2.0,1.0,7.0
116,116,0.646,0.9755555555555555,116,5.0,0.0,5.0
117,117,0.6459999999999999,0.9755555555555555,117,1.0,3.0,6.0
118,118,0.6439999999999999,0.9755555555555555,118,3.0,1.0,6.0
119,119,0.6439999999999999,0.9733333333333333,119,5.0,1.0,4.0
120,120,0.645,0.9755555555555555,120,6.0,1.0,3.0
121,121,0.646,0.9755555555555555,121,4.0,5.0,1.0
122,122,0.644,0.9755555555555555,122,3.0,3.0,4.0
123,123,0.643,0.9755555555555555,123,5.0,0.0,5.0
124,124,0.643,0.9733333333333333,124,4.0,2.0,4.0
125,125,0.646,0.9733333333333333,125,7.0,0.0,3.0
126,126,0.645,0.9733333333333333,126,3.0,2.0,5.0
127,127,0.644,0.9755555555555554,127,3.0,2.0,5.0
128,128,0.643,0.9755555555555554,128,5.0,2.0,3.0
129,129,0.639,0.9777777777777776,129,3.0,1.0,6.0
130,130,0.638,0.9755555555555554,130,6.0,1.0,3.0
131,131,0.636,0.9755555555555555,131,3.0,0.0,7.0
132,132,0.633,0.9755555555555555,132,4.0,3.0,3.0
133,133,0.634,0.9755555555555555,133,3.0,2.0,5.0
134,134,0.631,0.9755555555555555,134,5.0,2.0,3.0
135,135,0.627,0.9755555555555555,135,4.0,2.0,4.0
136,136,0.6269999999999999,0.9777777777777776,136,3.0,1.0,6.0
137,137,0.627,0.9799999999999999,137,8.0,0.0,2.0
138,138,0.6249999999999999,0.9755555555555555,138,4.0,2.0,4.0
139,139,0.6239999999999999,0.98,139,4.0,3.0,3.0
140,140,0.624,0.9777777777777777,140,4.0,0.0,6.0
141,141,0.6219999999999999,0.9777777777777777,141,5.0,1.0,4.0
142,142,0.6209999999999999,0.9777777777777777,142,6.0,1.0,3.0
143,143,0.6199999999999999,0.98,143,7.0,0.0,3.0
144,144,0.6219999999999999,0.9777777777777777,144,3.0,1.0,6.0
145,145,0.6219999999999999,0.9733333333333333,145,7.0,1.0,2.0
146,146,0.6209999999999999,0.9666666666666666,146,6.0,0.0,4.0
147,147,0.6230000000000001,0.9666666666666663,147,5.0,1.0,4.0
148,148,0.625,0.9688888888888888,148,2.0,4.0,4.0
149,149,0.624,0.9666666666666666,149,5.0,2.0,3.0
150,150,0.6260000000000001,0.9688888888888888,150,6.0,2.0,2.0
151,151,0.623,0.9688888888888888,151,4.0,3.0,3.0
152,152,0.627,0.9688888888888888,152,4.0,2.0,4.0
153,153,0.6289999999999999,0.9688888888888888,153,8.0,0.0,2.0
154,154,0.6279999999999999,0.9666666666666666,154,8.0,1.0,1.0
155,155,0.6300000000000001,0.9599999999999997,155,5.0,1.0,4.0
156,156,0.6300000000000001,0.9599999999999997,156,7.0,1.0,2.0
157,157,0.628,0.9599999999999997,157,5.0,3.0,2.0
158,158,0.6279999999999999,0.9599999999999999,158,5.0,1.0,4.0
159,159,0.627,0.9577777777777776,159,7.0,0.0,3.0
160,160,0.6249999999999999,0.9577777777777776,160,8.0,0.0,2.0
161,161,0.622,0.9555555555555554,161,5.0,0.0,5.0
162,162,0.6199999999999999,0.9599999999999999,162,6.0,0.0,4.0
163,163,0.6159999999999999,0.962222222222222,163,3.0,1.0,6.0
164,164,0.615,0.9555555555555554,164,6.0,1.0,3.0
165,165,0.617,0.9533333333333331,165,6.0,2.0,2.0
166,166,0.613,0.9533333333333331,166,6.0,0.0,4.0
167,167,0.6140000000000001,0.9555555555555554,167,4.0,1.0,5.0
168,168,0.6140000000000001,0.9555555555555554,168,8.0,0.0,2.0
169,169,0.6140000000000001,0.9555555555555554,169,8.0,2.0,0.0
170,170,0.613,0.9555555555555554,170,5.0,2.0,3.0
171,171,0.6119999999999999,0.9577777777777778,171,4.0,3.0,3.0
172,172,0.613,0.9599999999999999,172,7.0,2.0,1.0
173,173,0.614,0.9555555555555554,173,5.0,2.0,3.0
174,174,0.6140000000000001,0.9555555555555554,174,5.0,3.0,2.0
175,175,0.613,0.9577777777777776,175,4.0,0.0,6.0
176,176,0.615,0.9488888888888887,176,5.0,1.0,4.0
177,177,0.613,0.9488888888888887,177,8.0,0.0,2.0
178,178,0.611,0.944444444444444,178,6.0,0.0,4.0
179,179,0.614,0.944444444444444,179,4.0,3.0,3.0
180,180,0.611,0.9422222222222219,180,4.0,1.0,5.0
181,181,0.609,0.9355555555555553,181,4.0,2.0,4.0
182,182,0.611,0.9377777777777774,182,6.0,0.0,4.0
183,183,0.611,0.9399999999999997,183,6.0,1.0,3.0
184,184,0.608,0.9377777777777775,184,4.0,1.0,5.0
185,185,0.6080000000000001,0.9466666666666662,185,5.0,1.0,4.0
186,186,0.608,0.9466666666666664,186,5.0,3.0,2.0
187,187,0.608,0.9466666666666664,187,6.0,0.0,4.0
188,188,0.607,0.9466666666666664,188,6.0,1.0,3.0
189,189,0.607,0.9399999999999996,189,5.0,1.0,4.0
190,190,0.607,0.9377777777777775,190,4.0,0.0,6.0
191,191,0.606,0.933333333333333,191,7.0,0.0,3.0
192,192,0.606,0.9377777777777775,192,5.0,1.0,4.0
193,193,0.605,0.9399999999999997,193,7.0,0.0,3.0
194,194,0.607,0.9444444444444443,194,6.0,2.0,2.0
195,195,0.603,0.9422222222222219,195,5.0,1.0,4.0
196,196,0.601,0.9444444444444441,196,2.0,2.0,6.0
197,197,0.5999999999999999,0.9533333333333331,197,5.0,0.0,5.0
198,198,0.602,0.9488888888888887,198,6.0,0.0,4.0
199,199,0.602,0.9488888888888887,199,6.0,2.0,2.0
200,200,0.601,0.9511111111111109,200,6.0,1.0,3.0
201,201,0.604,0.9488888888888887,201,5.0,0.0,5.0
202,202,0.6060000000000001,0.9488888888888887,202,6.0,2.0,2.0
203,203,0.6040000000000001,0.9466666666666664,203,3.0,2.0,5.0
204,204,0.6020000000000001,0.9422222222222221,204,7.0,0.0,3.0
205,205,0.6,0.9422222222222221,205,6.0,2.0,2.0
206,206,0.6000000000000001,0.9355555555555555,206,7.0,1.0,2.0
207,207,0.599,0.9355555555555555,207,6.0,1.0,3.0
208,208,0.6,0.9333333333333331,208,6.0,1.0,3.0
209,209,0.5970000000000001,0.9355555555555555,209,5.0,2.0,3.0
210,210,0.5960000000000001,0.9311111111111109,210,7.0,0.0,3.0
211,211,0.5970000000000001,0.9311111111111109,211,7.0,0.0,3.0
212,212,0.597,0.9355555555555553,212,5.0,1.0,4.0
213,213,0.596,0.9355555555555553,213,6.0,3.0,1.0
214,214,0.598,0.9311111111111108,214,7.0,1.0,2.0
215,215,0.599,0.9333333333333329,215,3.0,0.0,7.0
216,216,0.601,0.9222222222222217,216,3.0,1.0,6.0
217,217,0.599,0.9244444444444442,217,5.0,1.0,4.0
218,218,0.598,0.9177777777777774,218,4.0,1.0,5.0
219,219,0.6,0.9177777777777774,219,4.0,0.0,6.0
220,220,0.599,0.9199999999999995,220,6.0,0.0,4.0
221,221,0.602,0.8844444444444443,221,5.0,0.0,5.0
222,222,0.6039999999999999,0.8844444444444444,222,6.0,1.0,3.0
223,223,0.6069999999999999,0.8888888888888887,223,4.0,1.0,5.0
224,224,0.609,0.8933333333333332,224,8.0,0.0,2.0
225,225,0.608,0.8933333333333332,225,9.0,0.0,1.0
226,226,0.607,0.8888888888888887,226,7.0,0.0,3.0
227,227,0.607,0.8866666666666665,227,4.0,0.0,6.0
228,228,0.6080000000000001,0.8866666666666665,228,5.0,2.0,3.0
229,229,0.6100000000000001,0.8822222222222221,229,7.0,1.0,2.0
230,230,0.611,0.8822222222222221,230,4.0,2.0,4.0
231,231,0.611,0.8799999999999999,231,5.0,1.0,4.0
232,232,0.611,0.8644444444444445,232,5.0,0.0,5.0
233,233,0.612,0.8466666666666666,233,6.0,2.0,2.0
234,234,0.611,0.8488888888888886,234,7.0,0.0,3.0
235,235,0.611,0.8399999999999996,235,6.0,0.0,4.0
236,236,0.611,0.844444444444444,236,8.0,0.0,2.0
237,237,0.6130000000000001,0.8288888888888887,237,3.0,1.0,6.0
238,238,0.611,0.8088888888888889,238,8.0,0.0,2.0
239,239,0.6110000000000001,0.8111111111111111,239,5.0,2.0,3.0
240,240,0.609,0.7888888888888889,240,4.0,0.0,6.0
241,241,0.609,0.7888888888888889,241,5.0,2.0,3.0
242,242,0.612,0.7955555555555555,242,7.0,0.0,3.0
243,243,0.609,0.7755555555555553,243,2.0,2.0,6.0
244,244,0.61,0.7733333333333331,244,7.0,2.0,1.0
245,245,0.609,0.7688888888888887,245,8.0,1.0,1.0
246,246,0.613,0.7577777777777777,246,4.0,1.0,5.0
247,247,0.617,0.7444444444444445,247,4.0,2.0,4.0
248,248,0.616,0.7444444444444445,248,5.0,1.0,4.0
249,249,0.6139999999999999,0.7444444444444445,249,5.0,1.0,4.0
250,250,0.613,0.7511111111111111,250,5.0,2.0,3.0
251,251,0.614,0.742222222222222,251,8.0,0.0,2.0
252,252,0.615,0.7444444444444442,252,5.0,0.0,5.0
253,253,0.612,0.7266666666666667,253,6.0,0.0,4.0
254,254,0.6150000000000001,0.7288888888888888,254,3.0,1.0,6.0
255,255,0.6140000000000001,0.7288888888888888,255,5.0,0.0,5.0
256,256,0.615,0.7333333333333333,256,6.0,1.0,3.0
257,257,0.6140000000000001,0.7266666666666669,257,6.0,1.0,3.0
258,258,0.6129999999999999,0.7422222222222226,258,4.0,1.0,5.0
259,259,0.611,0.7422222222222226,259,5.0,2.0,3.0
260,260,0.6119999999999999,0.7488888888888892,260,6.0,3.0,1.0
261,261,0.612,0.7533333333333334,261,6.0,0.0,4.0
262,262,0.611,0.7622222222222221,262,6.0,1.0,3.0
263,263,0.61,0.7688888888888887,263,7.0,1.0,2.0
264,264,0.613,0.771111111111111,264,6.0,0.0,4.0
265,265,0.613,0.771111111111111,265,6.0,1.0,3.0
266,266,0.613,0.771111111111111,266,8.0,1.0,1.0
267,267,0.614,0.7666666666666665,267,6.0,0.0,4.0
268,268,0.615,0.7777777777777776,268,4.0,0.0,6.0
269,269,0.6159999999999999,0.7888888888888888,269,5.0,1.0,4.0
270,270,0.614,0.7977777777777777,270,7.0,0.0,3.0
271,271,0.6169999999999999,0.7933333333333332,271,5.0,2.0,3.0
272,272,0.618,0.802222222222222,272,5.0,3.0,2.0
273,273,0.6169999999999999,0.7888888888888888,273,3.0,1.0,6.0
274,274,0.6179999999999999,0.7844444444444444,274,8.0,1.0,1.0
275,275,0.6189999999999999,0.7888888888888888,275,7.0,1.0,2.0
276,276,0.6179999999999999,0.7888888888888888,276,6.0,3.0,1.0
277,277,0.6159999999999999,0.7888888888888888,277,6.0,1.0,3.0
278,278,0.6129999999999999,0.7999999999999997,278,4.0,1.0,5.0
279,279,0.611,0.7977777777777775,279,8.0,0.0,2.0
280,280,0.607,0.7755555555555556,280,5.0,1.0,4.0
281,281,0.6049999999999999,0.7533333333333332,281,6.0,0.0,4.0
282,282,0.6049999999999999,0.7333333333333332,282,5.0,1.0,4.0
283,283,0.603,0.72,283,6.0,1.0,3.0
284,284,0.6039999999999999,0.7177777777777777,284,8.0,1.0,1.0
285,285,0.602,0.7288888888888888,285,7.0,1.0,2.0
286,286,0.6,0.7333333333333332,286,7.0,1.0,2.0
287,287,0.601,0.7355555555555556,287,4.0,1.0,5.0
288,288,0.6,0.7355555555555556,288,8.0,0.0,2.0
289,289,0.6,0.7266666666666666,289,6.0,1.0,3.0
290,290,0.598,0.7311111111111109,290,3.0,1.0,6.0
291,291,0.5980000000000001,0.7244444444444444,291,6.0,0.0,4.0
292,292,0.5970000000000001,0.7244444444444444,292,6.0,1.0,3.0
293,293,0.594,0.731111111111111,293,5.0,1.0,4.0
294,294,0.595,0.7244444444444443,294,7.0,0.0,3.0
295,295,0.593,0.7377777777777775,295,8.0,0.0,2.0
296,296,0.592,0.7244444444444443,296,7.0,0.0,3.0
297,297,0.59,0.7222222222222221,297,7.0,1.0,2.0
298,298,0.589,0.7266666666666667,298,7.0,0.0,3.0
299,299,0.589,0.7266666666666667,299,9.0,1.0,0.0
300,300,0.591,0.7177777777777777,300,5.0,1.0,4.0
301,301,0.591,0.7199999999999999,301,6.0,1.0,3.0
302,302,0.591,0.7199999999999999,302,8.0,1.0,1.0
303,303,0.594,0.7177777777777777,303,7.0,0.0,3.0
304,304,0.5959999999999999,0.7066666666666666,304,7.0,0.0,3.0
305,305,0.5969999999999999,0.6866666666666666,305,7.0,0.0,3.0
306,306,0.595,0.6977777777777776,306,8.0,0.0,2.0
307,307,0.594,0.6977777777777776,307,8.0,0.0,2.0
308,308,0.594,0.7022222222222222,308,4.0,0.0,6.0
309,309,0.592,0.7022222222222222,309,7.0,0.0,3.0
310,310,0.5940000000000001,0.7111111111111111,310,6.0,1.0,3.0
311,311,0.593,0.7155555555555555,311,7.0,1.0,2.0
312,312,0.5919999999999999,0.7133333333333334,312,5.0,0.0,5.0
313,313,0.593,0.7133333333333334,313,4.0,1.0,5.0
314,314,0.595,0.7111111111111111,314,7.0,1.0,2.0
315,315,0.595,0.7044444444444445,315,7.0,1.0,2.0
316,316,0.595,0.7044444444444445,316,10.0,0.0,0.0
317,317,0.5959999999999999,0.7022222222222222,317,6.0,1.0,3.0
318,318,0.593,0.6844444444444442,318,4.0,1.0,5.0
319,319,0.594,0.6844444444444442,319,9.0,0.0,1.0
320,320,0.5940000000000001,0.6844444444444443,320,8.0,0.0,2.0
321,321,0.5930000000000001,0.6822222222222221,321,9.0,0.0,1.0
322,322,0.59,0.6622222222222223,322,7.0,0.0,3.0
323,323,0.5909999999999999,0.6511111111111111,323,7.0,0.0,3.0
324,324,0.5899999999999999,0.6555555555555556,324,9.0,0.0,1.0
325,325,0.5879999999999999,0.6533333333333334,325,6.0,2.0,2.0
326,326,0.5879999999999999,0.6533333333333334,326,7.0,1.0,2.0
327,327,0.5889999999999999,0.6533333333333334,327,9.0,0.0,1.0
328,328,0.5909999999999999,0.6444444444444445,328,8.0,0.0,2.0
329,329,0.59,0.6511111111111113,329,7.0,0.0,3.0
330,330,0.591,0.6555555555555558,330,8.0,0.0,2.0
331,331,0.59,0.6488888888888891,331,6.0,1.0,3.0
332,332,0.5919999999999999,0.6511111111111113,332,6.0,0.0,4.0
333,333,0.5919999999999999,0.6488888888888891,333,8.0,0.0,2.0
334,334,0.593,0.6488888888888891,334,8.0,0.0,2.0
335,335,0.593,0.6488888888888891,335,7.0,2.0,1.0
336,336,0.591,0.6666666666666669,336,8.0,0.0,2.0
337,337,0.59,0.6600000000000003,337,9.0,0.0,1.0
338,338,0.5889999999999999,0.6688888888888892,338,5.0,0.0,5.0
339,339,0.591,0.6644444444444447,339,8.0,0.0,2.0
340,340,0.5919999999999999,0.6644444444444447,340,7.0,1.0,2.0
341,341,0.5909999999999999,0.6644444444444447,341,8.0,1.0,1.0
342,342,0.5899999999999999,0.6622222222222224,342,4.0,3.0,3.0
343,343,0.5929999999999999,0.6711111111111112,343,4.0,2.0,4.0
344,344,0.5929999999999999,0.6711111111111112,344,10.0,0.0,0.0
345,345,0.5919999999999999,0.6733333333333333,345,8.0,0.0,2.0
346,346,0.5929999999999997,0.6711111111111114,346,9.0,0.0,1.0
347,347,0.5919999999999999,0.6711111111111114,347,9.0,0.0,1.0
348,348,0.5919999999999999,0.6711111111111114,348,6.0,0.0,4.0
349,349,0.5929999999999999,0.6755555555555558,349,7.0,1.0,2.0
350,350,0.592,0.6688888888888892,350,6.0,1.0,3.0
351,351,0.59,0.6533333333333335,351,6.0,2.0,2.0
352,352,0.591,0.6488888888888891,352,8.0,0.0,2.0
353,353,0.59,0.6511111111111113,353,6.0,2.0,2.0
354,354,0.59,0.6600000000000003,354,5.0,2.0,3.0
355,355,0.591,0.6444444444444446,355,4.0,1.0,5.0
356,356,0.593,0.6577777777777779,356,7.0,0.0,3.0
357,357,0.593,0.6577777777777779,357,9.0,1.0,0.0
358,358,0.596,0.6533333333333334,358,3.0,1.0,6.0
359,359,0.599,0.6355555555555558,359,6.0,1.0,3.0
360,360,0.597,0.6177777777777779,360,7.0,0.0,3.0
361,361,0.597,0.6177777777777779,361,6.0,3.0,1.0
362,362,0.596,0.5866666666666668,362,7.0,0.0,3.0
363,363,0.595,0.5844444444444445,363,9.0,0.0,1.0
364,364,0.594,0.5844444444444445,364,6.0,1.0,3.0
365,365,0.594,0.5800000000000001,365,7.0,1.0,2.0
366,366,0.593,0.5800000000000001,366,7.0,1.0,2.0
367,367,0.594,0.5688888888888889,367,8.0,0.0,2.0
368,368,0.593,0.5711111111111111,368,9.0,0.0,1.0
369,369,0.593,0.5711111111111111,369,9.0,0.0,1.0
370,370,0.593,0.5733333333333335,370,7.0,0.0,3.0
371,371,0.592,0.5755555555555557,371,8.0,0.0,2.0
372,372,0.592,0.5755555555555557,372,10.0,0.0,0.0
373,373,0.594,0.5755555555555556,373,6.0,1.0,3.0
374,374,0.595,0.5800000000000001,374,6.0,1.0,3.0
375,375,0.595,0.5755555555555557,375,7.0,0.0,3.0
376,376,0.595,0.5622222222222223,376,8.0,0.0,2.0
377,377,0.596,0.5577777777777778,377,5.0,3.0,2.0
378,378,0.595,0.5555555555555556,378,7.0,2.0,1.0
379,379,0.595,0.5400000000000001,379,6.0,0.0,4.0
380,380,0.5930000000000001,0.5422222222222224,380,6.0,1.0,3.0
381,381,0.592,0.5311111111111112,381,7.0,0.0,3.0
382,382,0.593,0.5266666666666667,382,6.0,2.0,2.0
383,383,0.5899999999999999,0.5133333333333334,383,6.0,0.0,4.0
384,384,0.5909999999999999,0.5222222222222223,384,5.0,0.0,5.0
385,385,0.5899999999999999,0.5244444444444444,385,7.0,2.0,1.0
386,386,0.5909999999999999,0.5222222222222221,386,9.0,0.0,1.0
387,387,0.5889999999999999,0.5222222222222221,387,6.0,1.0,3.0
388,388,0.5899999999999999,0.5244444444444444,388,5.0,1.0,4.0
389,389,0.591,0.5222222222222221,389,6.0,1.0,3.0
390,390,0.591,0.5222222222222221,390,6.0,1.0,3.0
391,391,0.591,0.5222222222222221,391,8.0,0.0,2.0
392,392,0.591,0.52,392,7.0,1.0,2.0
393,393,0.592,0.5000000000000001,393,8.0,1.0,1.0
394,394,0.591,0.4977777777777778,394,8.0,0.0,2.0
395,395,0.5899999999999999,0.5066666666666667,395,8.0,0.0,2.0
396,396,0.593,0.4955555555555556,396,6.0,0.0,4.0
397,397,0.595,0.49777777777777776,397,5.0,1.0,4.0
398,398,0.5959999999999999,0.49111111111111116,398,9.0,0.0,1.0
399,399,0.5969999999999999,0.49111111111111116,399,8.0,0.0,2.0
400,400,0.5969999999999999,0.4933333333333334,400,7.0,0.0,3.0
401,401,0.5959999999999999,0.49555555555555564,401,7.0,0.0,3.0
402,402,0.595,0.4933333333333334,402,7.0,0.0,3.0
403,403,0.595,0.4933333333333334,403,5.0,1.0,4.0
404,404,0.595,0.4933333333333334,404,6.0,1.0,3.0
405,405,0.595,0.4933333333333334,405,8.0,0.0,2.0
406,406,0.595,0.4933333333333334,406,8.0,0.0,2.0
407,407,0.5959999999999999,0.4822222222222223,407,5.0,0.0,5.0
408,408,0.5969999999999999,0.4933333333333334,408,6.0,0.0,4.0
409,409,0.595,0.4911111111111112,409,6.0,1.0,3.0
410,410,0.595,0.4911111111111112,410,6.0,0.0,4.0
411,411,0.593,0.48000000000000004,411,7.0,0.0,3.0
412,412,0.593,0.48000000000000004,412,8.0,1.0,1.0
413,413,0.593,0.4911111111111112,413,6.0,0.0,4.0
414,414,0.5929999999999999,0.488888888888889,414,5.0,1.0,4.0
415,415,0.5919999999999999,0.49555555555555564,415,5.0,0.0,5.0
416,416,0.59,0.5044444444444445,416,5.0,2.0,3.0
417,417,0.592,0.5044444444444444,417,6.0,0.0,4.0
418,418,0.592,0.5044444444444444,418,8.0,0.0,2.0
419,419,0.592,0.5044444444444444,419,9.0,0.0,1.0
420,420,0.592,0.5044444444444444,420,8.0,0.0,2.0
421,421,0.589,0.5044444444444445,421,5.0,0.0,5.0
